title,artist,album,release_date,genre,rank,chartyear

미스코리아,이효리,MONOCHROME,2013.05.21,댄스,78,2013

어느 봄날,2am,어느 봄날,2013.03.05,발라드,79,2013

이게 사랑이 아니면 (Feat. 에일리),버벌진트,이게 사랑이 아니면,2013.02.21,랩/힙합,80,2013

바람기억,나얼,Principle Of My Soul,2012.09.20,R&B/Soul,81,2013

예뻐 예뻐,레이디스 코드,CODE#02 PRETTY PRETTY,2013.09.05,댄스,82,2013

싫다,백지영,싫다,2013.01.03,발라드,83,2013

Hush,미쓰에이,Hush,2013.11.06,댄스,84,2013

카페인 (Feat. 용준형 Of BEAST),양요섭,The First Collage,2012.11.26,발라드,85,2013

바빠 (Bad Boy),씨스타,Give It To Me,2013.06.11,댄스,86,2013

편지,다비치,DAVICHI CODE,2013.11.12,발라드,87,2013

콩떡빙수,AKMU (악뮤),콩떡빙수,2013.05.23,"댄스, 일렉트로니카",88,2013

해볼라고,형용돈죵 (정형돈 & G-DRAGON),무한도전 자유로 가요제,2013.11.02,댄스,89,2013

슬피 우는 새 (Feat. 이수영),아웃사이더,슬피 우는 새,2013.06.26,랩/힙합,90,2013

만약에 말야 (전우성 Solo),노을,TIME FOR LOVE,2012.11.06,발라드,91,2013

모르시나요,다비치,아이리스Ⅱ OST Part 1,2013.02.13,"발라드, 국내드라마",92,2013

Dream Girl,SHINee (샤이니),SHINee The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions Of You',2013.02.19,댄스,93,2013

Officially Missing You,긱스 (Geeks),Officially Missing You,2011.03.09,랩/힙합,94,2013

넌 내꺼라는걸 (Feat. 스윙스),허각,넌 내꺼라는걸,2013.08.13,댄스,95,2013

비범벅 (Feat. 범키),버벌진트,비범벅,2013.06.24,랩/힙합,96,2013

그리워해요,2NE1,그리워해요,2013.11.21,발라드,97,2013

Boogie On & On,빈지노 (Beenzino),2 4 : 2 6,2012.07.03,랩/힙합,98,2013

시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트,시작이 좋아,2013.01.07,랩/힙합,99,2013

Goodbye To Romance,써니힐,Antique Romance,2012.12.14,발라드,100,2013

썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU),썸,2014.02.07,R&B/Soul,1,2014

야생화,박효신,야생화,2014.03.28,발라드,2,2014

"눈, 코, 입",태양,RISE,2014.06.03,R&B/Soul,3,2014

금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2013.12.20,발라드,4,2014

한여름밤의 꿀,San E (산이),"San E, 레이나 Project Single '한여름밤의 꿀'",2014.06.12,랩/힙합,5,2014

봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,2014.04.08,발라드,6,2014

Mr. Chu (On Stage),Apink (에이핑크),Pink Blossom,2014.03.31,댄스,7,2014

너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.05.16,발라드,8,2014

Something,걸스데이,걸스데이 미니앨범 3집,2014.01.03,댄스,9,2014

200%,AKMU (악뮤),PLAY,2014.04.07,포크/블루스,10,2014

그대가 분다,엠씨더맥스 (M.C the MAX),UNVEILING,2014.01.02,발라드,11,2014

사람냄새,정인,정인&개리 디지털 싱글 '사람냄새',2014.05.27,랩/힙합,12,2014

그 중에 그대를 만나,이선희,15집 'SERENDIPITY' 30주년 기념앨범,2014.03.25,발라드,13,2014

Come Back Home,2NE1,CRUSH,2014.02.27,일렉트로니카,14,2014

짧은 치마 (Miniskirt),AOA,짧은 치마,2014.01.16,댄스,15,2014

너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2014.02.12,"발라드, 국내드라마",16,2014

너를 너를 너를,플라이 투 더 스카이,CONTINUUM,2014.05.20,R&B/Soul,17,2014

신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2013.01.21,발라드,18,2014

예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2014.08.07,댄스,19,2014

Touch My Body,씨스타,TOUCH N MOVE,2014.07.21,댄스,20,2014

공허해,WINNER,2014 S/S,2014.08.12,발라드,21,2014

노래가 늘었어,에일리(Ailee),노래가 늘었어,2014.01.06,발라드,22,2014

너 사용법,에디킴,너 사용법,2014.04.11,포크/블루스,23,2014

인연,윤민수(바이브),불후의 명곡 - 전설을 노래하다 (이선희 2편),2014.04.05,발라드,24,2014

안녕,효린,별에서 온 그대 OST Part.4,2014.01.22,"발라드, 국내드라마",25,2014

감아 (Feat. Crush),로꼬,감아,2014.03.19,랩/힙합,26,2014

Darling,걸스데이,GIRL'S DAY EVERYDAY #4,2014.07.14,댄스,27,2014

나의 옛날이야기,아이유,꽃갈피,2014.05.16,발라드,28,2014

HER,블락비 (Block B),HER,2014.07.24,댄스,29,2014

까탈레나 (Catallena),오렌지 캬라멜,The Third Single Catallena,2014.03.12,댄스,30,2014

단발머리 (Short Hair),AOA,단발머리,2014.06.19,댄스,31,2014

너를 원해 (Feat. Beenzino),정기고,Want U,2014.05.09,R&B/Soul,32,2014

중독 (Overdose),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.07,댄스,33,2014

너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2014.08.27,"발라드, R&B/Soul, 국내드라마",34,2014

나 왜이래 (Feat. 강민희 Of 미스에스),San E (산이),너희들은 포위됐다 OST Part.1,2014.05.29,"랩/힙합, 국내드라마",35,2014

흔한 노래,임창정,흔한 노래... 흔한 멜로디...,2014.03.20,발라드,36,2014

보름달 (Feat. Lena),선미,Full Moon,2014.02.17,댄스,37,2014

너 아님 안돼,2NE1,CRUSH,2014.02.27,일렉트로니카,38,2014

Give Love,AKMU (악뮤),PLAY,2014.04.07,포크/블루스,39,2014

견딜만해 (Feat. 효린 Of 씨스타),매드클라운,표독,2014.04.04,랩/힙합,40,2014

애타는 마음,울랄라세션,애타는 마음,2014.06.30,댄스,41,2014

손대지마,에일리(Ailee),Magazine,2014.09.25,댄스,42,2014

그런 남자,Bro,그런 남자,2014.03.21,발라드,43,2014

자니 (Feat. Dynamic Duo),프라이머리,자니,2012.03.07,랩/힙합,44,2014

My Destiny,린,별에서 온 그대 OST Part.1,2013.12.26,"발라드, 국내드라마",45,2014

연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2014.08.29,랩/힙합,46,2014

오늘부터 1일 (Day 1),케이윌,ONE FINE DAY,2014.06.26,발라드,47,2014

미운오리새끼,god,미운오리새끼,2014.05.08,발라드,48,2014

이제 그만 싸우자,허각,'A Cube' For Season # Sky Blue,2014.07.08,발라드,49,2014

틈,소유 (SOYOU),소유X어반자카파 (권순일&박용인) '틈',2014.09.26,R&B/Soul,50,2014

독기,아이언,쇼미더머니3 씨잼 vs 아이언,2014.09.04,랩/힙합,51,2014

헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2014.10.21,랩/힙합,52,2014

벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2012.03.29,록/메탈,53,2014

오늘 같은 눈물이,허각,별에서 온 그대 OST Part.6,2014.02.05,"발라드, 국내드라마",54,2014

괜찮아 사랑이야,다비치,괜찮아 사랑이야 OST Part 2,2014.07.30,"발라드, 국내드라마",55,2014

Mr.Mr.,소녀시대 (GIRLS' GENERATION),The 4th Mini Album 'Mr.Mr.',2014.02.24,댄스,56,2014

가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2011.03.15,발라드,57,2014

내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2014.11.03,랩/힙합,58,2014

홀로 (Feat. 김나영),정키,Break Up,2012.08.31,발라드,59,2014

살아 봤으면 해,2NE1,CRUSH,2014.02.27,R&B/Soul,60,2014

그게 나야,김동률,동행,2014.10.01,발라드,61,2014

조금 이따 샤워해 (Feat. Crush),개리,MR.GAE,2014.01.15,랩/힙합,62,2014

착해 빠졌어 (Stupid In Love),소유 (SOYOU),착해 빠졌어 (Stupid In Love),2013.09.10,랩/힙합,63,2014

12시 30분,비스트,TIME,2014.10.20,발라드,64,2014

으르렁 (Growl),EXO,The 1st Album 'XOXO' Repackage,2013.08.05,댄스,65,2014

Body Language (Feat. 범키),San E (산이),Body Language,2014.08.04,랩/힙합,66,2014

요즘 바쁜가봐,2BIC(투빅),Soul Mate (소울메이트),2014.04.10,R&B/Soul,67,2014

당신만이,곽진언,슈퍼스타K6 곽진언 김필 임도혁,2014.09.20,발라드,68,2014

I Swear,씨스타,Special Album 'SWEET & SOUR',2014.08.26,댄스,69,2014

광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2014.11.13,발라드,70,2014

"Dali, Van, Picasso",빈지노 (Beenzino),"Dali, Van, Picasso",2013.12.18,"랩/힙합, 인디음악",71,2014

뜨래요 (Feat. 앙리 Of 3B),배치기,뜨래요,2014.03.24,랩/힙합,72,2014

우산,윤하 (YOUNHA),우산,2014.07.02,발라드,73,2014

"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2014.10.21,랩/힙합,74,2014

Good Luck,비스트,Good Luck,2014.06.16,댄스,75,2014

하늘색 약속,god,Chapter 8,2014.07.08,발라드,76,2014

JACKPOT,블락비 (Block B),HER,2014.07.24,댄스,77,2014

빨개요,현아,A Talk,2014.07.28,댄스,78,2014

내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2014.11.03,랩/힙합,79,2014

멘붕 (CL Solo),2NE1,CRUSH,2014.02.27,일렉트로니카,80,2014

"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2014.10.16,랩/힙합,81,2014

Good-night Kiss,전효성,TOP SECRET,2014.05.12,댄스,82,2014

La Song,비,Rain Effect,2014.01.02,댄스,83,2014

I'm In Love,에일리(Ailee),re;code Episode V,2014.07.11,발라드,84,2014

A Real Man,스윙스,"스윙스, 에일리 Digital Single 'A Real Man'",2014.08.22,랩/힙합,85,2014

끼부리지마,WINNER,2014 S/S,2014.08.12,댄스,86,2014

Can't Stop,CNBLUE (씨엔블루),Can't Stop,2014.02.24,록/메탈,87,2014

별처럼,케이윌,별에서 온 그대 OST Part.2,2014.01.08,"발라드, 국내드라마",88,2014

나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2014.11.11,R&B/Soul,89,2014

티가 나나봐,"15& (박지민, 백예린)",티가 나나봐,2014.04.13,R&B/Soul,90,2014

LUV,Apink (에이핑크),Pink LUV,2014.11.24,댄스,91,2014

세 사람 (With 성시경),토이,Da Capo,2014.11.18,발라드,92,2014

Lonely (없구나),B1A4,Who Am I,2014.01.13,댄스,93,2014

헤어졌다 만났다,다비치,Again,2014.06.05,댄스,94,2014

시간과 낙엽,AKMU (악뮤),시간과 낙엽,2014.10.10,발라드,95,2014

위아래,EXID,위아래,2014.08.27,댄스,96,2014

"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2014.09.02,"발라드, 국내드라마",97,2014

끝사랑,김범수,Solista Part.2,2011.06.16,발라드,98,2014

최고의 행운,첸 (CHEN),괜찮아 사랑이야 OST Part 1,2014.07.23,"발라드, 국내드라마",99,2014

"명수네 떡볶이 (Feat. 김예림, UL)",박명수,"명수네 떡볶이 (Feat. 김예림, UL)",2014.07.16,댄스,100,2014

뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅),A,2015.06.01,랩/힙합,1,2015

같은 시간 속의 너,나얼,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2015.02.05,R&B/Soul,2,2015

꺼내 먹어요,Zion.T,Eat,2015.05.19,R&B/Soul,3,2015

이럴거면 그러지말지 (Feat. Young K),백아연,이럴거면 그러지말지,2015.05.20,발라드,4,2015

위잉위잉,혁오 (HYUKOH),20,2014.09.18,"인디음악, 록/메탈",5,2015

LOSER,BIGBANG (빅뱅),M,2015.05.01,랩/힙합,6,2015

BAE BAE,BIGBANG (빅뱅),M,2015.05.01,랩/힙합,7,2015

그냥 (Just),Zion.T,Young,2015.02.02,R&B/Soul,8,2015

양화대교,Zion.T,양화대교,2014.09.22,R&B/Soul,9,2015

우연히 봄,로꼬,냄새를 보는 소녀 OST Part.2,2015.04.08,"발라드, 랩/힙합, 국내드라마",10,2015

또 다시 사랑,임창정,또 다시 사랑,2015.09.22,발라드,11,2015

레옹,"이유 갓지(GOD G) 않은 이유 (박명수, 아이유)",무한도전 영동고속도로 가요제,2015.08.22,댄스,12,2015

SHAKE IT,씨스타,SHAKE IT,2015.06.22,댄스,13,2015

와리가리,혁오 (HYUKOH),22,2015.05.28,"인디음악, 록/메탈",14,2015

위아래,EXID,위아래,2014.08.27,댄스,15,2015

심쿵해 (Heart Attack),AOA,Heart Attack,2015.06.22,댄스,16,2015

겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5,2015.08.22,랩/힙합,17,2015

Puss (Prod.by 라이머),신지민,언프리티 랩스타 SEMI FINAL,2015.03.20,랩/힙합,18,2015

다른 남자 말고 너,미쓰에이,Colors,2015.03.30,댄스,19,2015

두사랑 (Feat. 매드클라운),다비치,두사랑,2015.03.18,발라드,20,2015

마음,아이유,마음,2015.05.18,포크/블루스,21,2015

CALL ME BABY,EXO,The 2nd Album 'EXODUS',2015.03.30,댄스,22,2015

Me You (Feat. 백예린 Of 15&),San E (산이),양치기 소년,2015.04.23,랩/힙합,23,2015

그 남잔 말야,엠씨더맥스 (M.C the MAX),냄새를 보는 소녀 OST Part.5,2015.04.23,"발라드, 국내드라마",24,2015

목소리,노을,보이지 않는 것들,2015.01.08,발라드,25,2015

음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),Pink Funky,2015.06.19,댄스,26,2015

사월의 눈,허각,사월의 눈,2015.03.17,발라드,27,2015

어머님이 누구니 (Feat. 제시),박진영,24/34,2015.04.12,댄스,28,2015

취향저격,iKON,WELCOME BACK,2015.11.16,랩/힙합,29,2015

야생화,박효신,야생화,2014.03.28,발라드,30,2015

Ah Yeah,EXID,AH YEAH,2015.04.13,댄스,31,2015

오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),여자친구 2nd Mini Album 'Flower Bud',2015.07.23,댄스,32,2015

화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.09,랩/힙합,33,2015

I (Feat. 버벌진트),태연 (TAEYEON),I - The 1st Mini Album,2015.10.07,록/메탈,34,2015

IF YOU,BIGBANG (빅뱅),D,2015.07.01,포크/블루스,35,2015

바람이나 좀 쐐 (Feat. 우혜미),개리,2002,2015.09.21,랩/힙합,36,2015

맙소사,"황태지 (황광희, 태양, 지드래곤)",무한도전 영동고속도로 가요제,2015.08.22,댄스,37,2015

거북선 (Feat. 팔로알토),Ja Mezz,쇼미더머니 4 Episode 2,2015.08.01,랩/힙합,38,2015

금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2013.12.20,발라드,39,2015

우리 사랑하지 말아요,BIGBANG (빅뱅),E,2015.08.05,댄스,40,2015

오빠차,인크레더블,쇼미더머니 4 Episode 4,2015.08.15,랩/힙합,41,2015

Oasis (Feat. ZICO),Crush,Oasis,2015.07.09,R&B/Soul,42,2015

또 운다 또,다비치,DAVICHI HUG,2015.01.21,발라드,43,2015

LOVE ME RIGHT,EXO,LOVE ME RIGHT - The 2nd Album Repackage,2015.06.03,댄스,44,2015

어깨,소유 (SOYOU),어깨,2015.09.22,R&B/Soul,45,2015

LUV,Apink (에이핑크),Pink LUV,2014.11.24,댄스,46,2015

바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2014.11.28,"발라드, 국내드라마",47,2015

사랑 범벅 (Feat. 챈슬러 of the channels),MC몽,SONG FOR YOU,2015.03.02,랩/힙합,48,2015

광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2014.11.13,발라드,49,2015

My Type (Prod. By 버벌진트),제시 (Jessi),언프리티 랩스타 Track 3,2015.02.13,랩/힙합,50,2015

맨정신,BIGBANG (빅뱅),D,2015.07.01,록/메탈,51,2015

WE LIKE 2 PARTY,BIGBANG (빅뱅),A,2015.06.01,랩/힙합,52,2015

너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.05.16,발라드,53,2015

No Make Up,Zion.T,No Make Up,2015.10.12,R&B/Soul,54,2015

Lion Heart,소녀시대 (GIRLS' GENERATION),Lion Heart - The 5th Album,2015.08.18,댄스,55,2015

사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2014.12.07,발라드,56,2015

스물셋,아이유,CHAT-SHIRE,2015.10.23,댄스,57,2015

GOOD BOY,GD X TAEYANG,GOOD BOY,2014.11.21,랩/힙합,58,2015

Remember,Apink (에이핑크),Pink MEMORY,2015.07.16,댄스,59,2015

스폰서 ($ponsor),"으뜨거따시 (하하, 자이언티)",무한도전 영동고속도로 가요제,2015.08.22,R&B/Soul,60,2015

시작이 좋아 2015 (Prod. By 버벌진트),신지민,언프리티 랩스타 Track 2,2015.02.27,랩/힙합,61,2015

사뿐사뿐,AOA,사뿐사뿐,2014.11.11,댄스,62,2015

Okey Dokey,MINO (송민호),쇼미더머니 4 Episode 6,2015.08.29,랩/힙합,63,2015

보통연애 (Feat. 박보람),박경,보통연애,2015.09.21,랩/힙합,64,2015

한여름밤의 꿀,San E (산이),"San E, 레이나 Project Single '한여름밤의 꿀'",2014.06.12,랩/힙합,65,2015

Ice Cream Cake,Red Velvet (레드벨벳),The 1st Mini Album 'Ice Cream Cake',2015.03.17,댄스,66,2015

아무도 모르게 (Prod. by MC몽),치타 (CHEETAH),언프리티 랩스타 Track 6,2015.03.27,랩/힙합,67,2015

소녀,오혁,응답하라 1988 OST Part.3,2015.11.21,"발라드, 국내드라마",68,2015

팔베개 (Feat. 기현) (Pillow),소유 (SOYOU),NO.MERCY (노머시) Part.2,2015.01.15,랩/힙합,69,2015

Boys And Girls (Feat. Babylon),지코 (ZICO),Boys and Girls,2015.11.03,랩/힙합,70,2015

니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2014.11.28,랩/힙합,71,2015

Dumb Dumb,Red Velvet (레드벨벳),The Red - The 1st Album,2015.09.09,댄스,72,2015

사이먼 도미닉,사이먼 도미닉,￦ & ONLY,2015.08.21,랩/힙합,73,2015

쩔어 (GD & T.O.P),BIGBANG (빅뱅),E,2015.08.05,랩/힙합,74,2015

PARTY,소녀시대 (GIRLS' GENERATION),PARTY,2015.07.07,댄스,75,2015

환청 (Feat. 나쑈 (NaShow)),장재인,킬미힐미 OST Part.1,2015.01.14,"발라드, 랩/힙합, 국내드라마",76,2015

연예할래,박보람,CELEPRETTY,2015.04.23,댄스,77,2015

슬픔 속에 그댈 지워야만 해,정승환,K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.18,발라드,78,2015

멋진헛간,"오대천왕 (정형돈, 밴드 혁오)",무한도전 영동고속도로 가요제,2015.08.22,록/메탈,79,2015

한번 더 말해줘 (Feat. 장한나),지누션,한번 더 말해줘,2015.04.15,댄스,80,2015

I Feel You,원더걸스,REBOOT,2015.08.03,댄스,81,2015

링마벨 (Ring My Bell),걸스데이,Girl's Day Love Second Album,2015.07.07,댄스,82,2015

가슴 뛰도록,SG 워너비,THE VOICE,2015.08.19,발라드,83,2015

벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2012.03.29,록/메탈,84,2015

봄 사랑 벚꽃 말고,HIGH4 (하이포),봄 사랑 벚꽃 말고,2014.04.08,발라드,85,2015

바람기억,나얼,Principle Of My Soul,2012.09.20,R&B/Soul,86,2015

View,SHINee (샤이니),Odd - The 4th Album,2015.05.18,댄스,87,2015

I'm So Sexy,"댄싱게놈 (유재석, JYP)",무한도전 영동고속도로 가요제,2015.08.22,댄스,88,2015

몸매 (MOMMAE) (Feat. Ugly Duck),박재범,몸매 (MOMMAE),2015.05.22,랩/힙합,89,2015

꽃이 핀다,케이윌,[RE:],2015.03.25,발라드,90,2015

사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)",사랑은 미친짓,2015.02.09,R&B/Soul,91,2015

"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2014.10.21,랩/힙합,92,2015

미쳐,4minute,Crazy,2015.02.09,랩/힙합,93,2015

슈퍼스타 (Prod. by D.O),키썸 (Kisum),언프리티 랩스타 Track 5,2015.03.06,랩/힙합,94,2015

세 사람 (With 성시경),토이,Da Capo,2014.11.18,발라드,95,2015

품행제로,블락비 바스타즈,품행제로,2015.04.14,댄스,96,2015

사랑의 시작은 고백에서부터,김범수,프로듀사 OST,2015.05.23,"발라드, 국내드라마",97,2015

Apple (Feat. 박재범),가인,Hawwah,2015.03.12,댄스,98,2015

아프다,지코 (ZICO),가면 OST Part.2,2015.06.10,"발라드, 랩/힙합, 국내드라마",99,2015

모르나봐,소유 (SOYOU),그녀는 예뻤다 OST Part.4,2015.10.14,"발라드, 국내드라마",100,2015

CHEER UP,TWICE (트와이스),PAGE TWO,2016.04.25,댄스,1,2016

시간을 달려서 (Rough),여자친구 (GFRIEND),여자친구 3rd Mini Album 'SNOWFLAKE',2016.01.25,댄스,2,2016

어디에도,엠씨더맥스 (M.C the MAX),pathos,2016.01.28,발라드,3,2016

널 사랑하지 않아,어반자카파,STILL,2016.05.27,발라드,4,2016

이 사랑,다비치,태양의 후예 OST Part.3,2016.03.03,"발라드, 국내드라마",5,2016

이 소설의 끝을 다시 써보려 해,한동근,The 1st Digital Single '이 소설의 끝을 다시 써보려 해',2014.09.30,발라드,6,2016

너는 나 나는 너,지코 (ZICO),Break Up 2 Make Up,2016.01.25,R&B/Soul,7,2016

You Are My Everything,거미,태양의 후예 OST Part.4,2016.03.10,"발라드, 국내드라마",8,2016

OOH-AHH하게,TWICE (트와이스),THE STORY BEGINS,2015.10.20,댄스,9,2016

걱정말아요 그대,이적,응답하라 1988 OST Part.2,2015.11.07,"발라드, 국내드라마",10,2016

또 다시 사랑,임창정,또 다시 사랑,2015.09.22,발라드,11,2016

잊어버리지마 (Feat. 태연),Crush,잊어버리지마,2016.01.22,R&B/Soul,12,2016

내가 저지른 사랑,임창정,I'M,2016.09.06,발라드,13,2016

D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2016.03.25,R&B/Soul,14,2016

넌 is 뭔들,마마무 (Mamamoo),Melting,2016.02.26,댄스,15,2016

하늘바라기 (Feat. 하림),정은지,Dream,2016.04.18,발라드,16,2016

우주를 줄게,볼빨간사춘기,Full Album RED PLANET,2016.08.29,"인디음악, 포크/블루스",17,2016

Boys And Girls (Feat. Babylon),지코 (ZICO),Boys and Girls,2015.11.03,랩/힙합,18,2016

ALWAYS,윤미래,태양의 후예 OST Part.1,2016.02.18,"발라드, 국내드라마",19,2016

오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),여자친구 2nd Mini Album 'Flower Bud',2015.07.23,댄스,20,2016

Day Day (Feat. 박재범) (Prod. by GRAY),BewhY (비와이),쇼미더머니 5 Episode 4,2016.07.09,랩/힙합,21,2016

Why So Lonely,원더걸스,Why So Lonely,2016.07.05,댄스,22,2016

돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2016.04.14,랩/힙합,23,2016

Dream (Prod. by 박근태),수지 (Suzy),Dream,2016.01.07,R&B/Soul,24,2016

봄이 좋냐??,10CM,3.2,2016.04.01,"인디음악, 포크/블루스",25,2016

말해! 뭐해?,케이윌,태양의 후예 OST Part.6,2016.03.18,"발라드, 국내드라마",26,2016

Everytime,첸 (CHEN),태양의 후예 OST Part.2,2016.02.25,"발라드, 국내드라마",27,2016

Rain,태연 (TAEYEON),Rain - SM STATION,2016.02.03,발라드,28,2016

Forever (Prod. By GRAY),BewhY (비와이),쇼미더머니 5 Episode 3,2016.07.02,랩/힙합,29,2016

너 그리고 나 (NAVILLERA),여자친구 (GFRIEND),여자친구 The 1st Album 'LOL',2016.07.11,댄스,30,2016

한숨,이하이,SEOULITE,2016.03.09,R&B/Soul,31,2016

휘파람,BLACKPINK,SQUARE ONE,2016.08.08,랩/힙합,32,2016

소녀,오혁,응답하라 1988 OST Part.3,2015.11.21,"발라드, 국내드라마",33,2016

그대라는 사치,한동근,The 3rd Digital Single '그대라는 사치',2016.08.24,발라드,34,2016

TT,TWICE (트와이스),TWICEcoaster : LANE 1,2016.10.24,댄스,35,2016

유레카 (Feat. Zion.T),지코 (ZICO),GALLERY,2015.12.07,랩/힙합,36,2016

또 하루 (Feat. 개코),개리,또 하루,2015.12.31,랩/힙합,37,2016

목요일 밤 (Feat. 빈지노),어반자카파,목요일 밤,2016.08.25,R&B/Soul,38,2016

쏘쏘,백아연,쏘쏘,2016.05.24,R&B/Soul,39,2016

다시 너를,매드클라운,태양의 후예 OST Part.5,2016.03.17,"발라드, 랩/힙합, 국내드라마",40,2016

너였다면,정승환,또 오해영 OST Part.5,2016.05.31,"발라드, 국내드라마",41,2016

꿈처럼,벤,또 오해영 OST Part.2,2016.05.10,"발라드, 국내드라마",42,2016

러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),Russian Roulette - The 3rd Mini Album,2016.09.07,댄스,43,2016

안아줘,정준일,Lo9ve3r4s,2011.11.23,"인디음악, 록/메탈",44,2016

puzzle,C JAMM,puzzle,2016.08.11,랩/힙합,45,2016

I Like That,씨스타,沒我愛(몰아애),2016.06.21,댄스,46,2016

숨,박효신,I am A Dreamer,2016.10.03,발라드,47,2016

The Time Goes On,BewhY (비와이),Time Travel,2015.03.10,랩/힙합,48,2016

스토커,10CM,3.0,2014.11.19,"인디음악, 포크/블루스",49,2016

니가 알던 내가 아냐 (Prod. By GRAY),사이먼 도미닉,쇼미더머니 5 Episode 1,2016.06.18,랩/힙합,50,2016

니가 하면 로맨스 (Feat. 다비치),케이윌,니가 하면 로맨스,2016.01.06,R&B/Soul,51,2016

If You,에일리(Ailee),If You,2016.08.23,발라드,52,2016

내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태),에디킴,내 입술 따뜻한 커피처럼,2016.04.29,발라드,53,2016

Toy,블락비 (Block B),Blooming Period,2016.04.11,R&B/Soul,54,2016

Monster,EXO,EX'ACT - The 3rd Album,2016.06.09,댄스,55,2016

어땠을까,김나영,어땠을까,2015.12.30,발라드,56,2016

사랑하자,SG 워너비,태양의 후예 OST Part.8,2016.03.31,"발라드, 국내드라마",57,2016

사랑에 빠졌죠 (당신만이),장범준,장범준 2집,2016.03.25,록/메탈,58,2016

자격지심 (Feat. 은하 Of 여자친구),박경,자격지심,2016.05.25,랩/힙합,59,2016

"호랑나비 (Feat. Gill, 리듬파워, 김흥국)",보이비,쇼미더머니 5 Episode 3,2016.07.02,랩/힙합,60,2016

PICK ME,PRODUCE 101,PRODUCE 101 - PICK ME,2015.12.17,댄스,61,2016

너무너무너무,아이오아이 (I.O.I),miss me?,2016.10.17,댄스,62,2016

구르미 그린 달빛,거미,구르미 그린 달빛 OST Part.3,2016.09.06,"발라드, 국내드라마",63,2016

