title,artist,album,release_date,genre,rank,chartyear

그런 일은,박화요비,My All,2000.06.14,R&B/Soul,96,2001

사미인곡,서문탁,Seomoontak 3rd,2001.09.20,록/메탈,97,2001

니가 필요해,god,Chapter 3,2000.11.03,댄스,98,2001

오늘까지만,김조한,2gether 4ever,2001.01.16,R&B/Soul,99,2001

다짐,조성모,Let Me Love,2000.09.01,댄스,100,2001

No.1,보아 (BoA),No. 1,2002.04.12,댄스,1,2002

우린 제법 잘 어울려요,성시경,Melodie d' Amour,2002.07.18,발라드,2,2002

Never Ending Story,부활,새벽,2002.09.01,록/메탈,3,2002

비몽,코요태,필립 4집,2002.03.15,댄스,4,2002

좋은사람,박효신,Time Honored Voice,2002.09.13,발라드,5,2002

사랑 Two,윤도현,가을 우체국 앞에서,1994.12,록/메탈,6,2002

...안 되나요... (부제: 화양연화),휘성 (Realslow),Like A Movie,2002.04.03,R&B/Soul,7,2002

미워도 다시 한번 (Original Ver.),바이브,Afterglow,2002.02.01,발라드,8,2002

Last Scene,롤러 코스터,Absolute,2002.03.22,록/메탈,9,2002

아로하,쿨 (COOL),First Whisper,2001.12.06,발라드,10,2002

"Bravo, My Life!",봄여름가을겨울,Bravo My Life,2002,록/메탈,11,2002

꿈에,박정현,박정현 Op.4,2002.06.15,발라드,12,2002

사랑해도 헤어질 수 있다면...,신승훈,The Shin Seung Hun,2002.01.14,발라드,13,2002

처음부터 지금까지,Ryu (류),겨울연가 OST,2002.01.01,발라드,14,2002

Sea Of Love,플라이 투 더 스카이,Sea Of Love,2002.04.26,R&B/Soul,15,2002

Sweet Dream,장나라,2집 Sweet Dream,2002.10.02,발라드,16,2002

사랑해도 될까요?,유리상자,시나브로,2001.12.03,발라드,17,2002

그리고 사랑해,이수영,Made In Winter,2001.12.11,발라드,18,2002

Rain,박혜경,Feel Me,2002.02.20,록/메탈,19,2002

미련한 사랑,JK 김동욱,위기의 남자 OST,2002.04.24,국내드라마,20,2002

내생에 봄날은...,캔,Can with Piano,2001.12.03,발라드,21,2002

Memories... (Smiling Tears),윤미래,Gemini,2002.05.01,"발라드, 랩/힙합",22,2002

부탁해요,왁스,Wax 3,2002.07.05,발라드,23,2002

가슴앓이,지영선,사랑,2002.12.18,발라드,24,2002

4월 이야기 (April Story),장나라,First Story,2001.06.19,발라드,25,2002

우연,베이비복스,Baby V.O.X Special Album,2002.04.23,댄스,26,2002

A Better Day,JTL,Enter The Dragon,2001.12.01,랩/힙합,27,2002

Loving You,김현철,... 그리고 김현철,2002.03.12,발라드,28,2002

떠나가라,Q.O.Q,Like A Movie,2002.03.26,댄스,29,2002

대화가 필요해,더 자두,Change Yourself,2002.04.02,발라드,30,2002

낭만고양이,체리필터 (cherryfilter),Made In Korea?,2002.08.13,"인디음악, 록/메탈",31,2002

사랑하나요!?,이승환,7집 Egg,2001.12.01,록/메탈,32,2002

이별후애(愛),린애,The First Album (Refresh),2002.01.23,발라드,33,2002

마지막 약속,포지션,The Romanticist,2002.03.29,발라드,34,2002

팬이야,자우림,Jaurim 04,2002.09.06,록/메탈,35,2002

전할 수 없는 이야기 (부제:시티 오브 엔젤),휘성 (Realslow),Like A Movie,2002.04.03,R&B/Soul,36,2002

슬픈 혼잣말,임창정,구집(鳩集): C.J.2002,2002.04.30,발라드,37,2002

If I Leave (나 가거든),조수미,명성황후 (The Lost Empire) OST,2001.12.03,"발라드, 국내드라마",38,2002

잘가요,정재욱,A Simple Story,2001.11.20,발라드,39,2002

잘못,이승환,7집 Egg,2001.12.01,발라드,40,2002

다시 사랑한다면,도원경,도원경 4집(다시 사랑한다면),2001.05.01,록/메탈,41,2002

후(後),홍경민,Forever And A Day,2001.12.19,발라드,42,2002

Valenti,보아 (BoA),Miracle,2002.09.24,댄스,43,2002

너의 마음을 내게 준다면,조관우,My Memories 2,2002.05.30,발라드,44,2002

Summer Vacation,SMTOWN,Summer Vacation In Smtown.Com,2002.06.12,댄스,45,2002

Season In The Sun,정재욱,A Simple Story,2001.11.20,발라드,46,2002

라라라,이수영,My Stay In Sendai,2002.09.11,발라드,47,2002

나쁜 남자,비,N001,2002.05.13,댄스,48,2002

어머니,원타임,Third Time Fo Yo‘ Mind!!,2001.12.13,랩/힙합,49,2002

Heaven,김현성,Soul Mate,2002.01.21,발라드,50,2002

콩가,컨츄리 꼬꼬,딱! 내 스타일이에요,2002.04.08,댄스,51,2002

반,이정현,Magic To Go To My Star,2001.10.23,댄스,52,2002

진실,쿨 (COOL),Cool 7even,2002.07.04,댄스,53,2002

정상에서,김정민,The Greatest Love Song 2002,2002.02.27,발라드,54,2002

Loving You,신승훈,The Shin Seung Hun,2002.01.14,발라드,55,2002

Perfect Man,신화,Perfect Man,2002.03.29,댄스,56,2002

달팽이와 해바라기 (Men's Ver.),여행스케치,달팽이와 해바라기,2002.08.01,포크/블루스,57,2002

동경소녀,김광진,Solveig,2002.07.19,발라드,58,2002

U,S.E.S.,Choose My Life-U,2002.02.15,댄스,59,2002

안녕,이소라,SoRa's 5 Diary,2002.10.11,발라드,60,2002

랄랄라,클론,The Best Hits Of 클론 2002(The History Of 클론 1996-2000),2002.05.23,댄스,61,2002

무한대,주석,Welcome 2 The Infected Area,2002.07.16,랩/힙합,62,2002

영원,핑클 (Fin.K.L),영원,2002.02,발라드,63,2002

미안해,김장훈,Natural,2001.12.13,발라드,64,2002

아낌없이 주는 나무 (Generous...),문희준,Messiah,2002.07,록/메탈,65,2002

화해연가 (和解戀歌),봄여름가을겨울,Bravo My Life,2002,록/메탈,66,2002

난 사랑에 빠졌죠,박지윤,Man,2002.01.11,댄스,67,2002

Buenos Aires,불독 맨션,Funk,2002.09.19,"인디음악, 록/메탈",68,2002

다시 사랑한다 말할까,김동률,귀향 (歸鄕),2001.10.26,발라드,69,2002

그녀의 매력 (Disco),홍경민,The Hong Kyung Min Best(1997-2002 History),2002.08.05,댄스,70,2002

단칼 (Dance),김현정,Diet,2002.08.01,댄스,71,2002

"사랑해, 이 말 밖엔...",리치,I Have A Dream,2001.12.12,발라드,72,2002

Now,은지원,Eun Ji Won 2,2002.02.27,랩/힙합,73,2002

어떤가요,박화요비,Because I Love You,2002.10.12,발라드,74,2002

I Pray 4 U,신화,Perfect Man,2002.03.29,댄스,75,2002

애련,코요태,필립 4집,2002.03.15,댄스,76,2002

More Than Words,오션 (5TION),True Image Of New,2002,R&B/Soul,77,2002

출국 (出國),하림,다중인격자(多重人格者),2001.12.27,발라드,78,2002

남자니까,김종국,Renaissance,2001.12.12,댄스,79,2002

Starry Night,김종서,Odyssey,2001.11.13,록/메탈,80,2002

빨간 운동화,박혜경,Feel Me,2002.02.20,록/메탈,81,2002

안녕이란 말 대신,비,N001,2002.05.13,댄스,82,2002

착각의 늪,박경림,박고테 프로젝트,2002.03.23,발라드,83,2002

구해주오,CB Mass,2002 대한민국,-,랩/힙합,84,2002

챔피언,싸이 (PSY),3마이,2002.09.25,댄스,85,2002

사랑하고 싶어,왁스,Wax02 : 화장을 고치고,2001.08.09,발라드,86,2002

으악새,더 자두,Change Yourself,2002.04.02,댄스,87,2002

니가 있어야 할 곳,god,Chapter 4,2001.11.15,댄스,88,2002

넌 감동이었어,성시경,Melodie d' Amour,2002.07.18,발라드,89,2002

비의 랩소디,최재훈,Return,2006.12.01,록/메탈,90,2002

Secret,제이워크,Suddenly,2002.03.22,발라드,91,2002

여정,왁스,Wax 3,2002.07.05,발라드,92,2002

Inmost,이승환,Serious Day,2002.10.30,발라드,93,2002

멋쟁이 신사,YG Family,YG Family 2,2002.10.24,랩/힙합,94,2002

Suddenly,제이워크,Suddenly,2002.03.22,발라드,95,2002

눈물,샵,Style,2002.09.06,댄스,96,2002

이사(移徙),윤상,이사(移徙),2002.04.12,발라드,97,2002

사랑은 기억보다 (Memories),강타 (KANGTA),Pine Tree,2002.08.01,발라드,98,2002

Remember,악동클럽,Remember Hero,2002.03.23,발라드,99,2002

그녈 위해,JK 김동욱,Lifesentence,2002.05.18,발라드,100,2002

Break Away,빅마마,Like The Bible,2003.02.06,R&B/Soul,1,2003

점점,브라운 아이즈,Reason 4 Breathing?,2002.11.26,R&B/Soul,2,2003

With Me,휘성 (Realslow),It's Real,2003.08.21,R&B/Soul,3,2003

정말 사랑했을까,브라운 아이드 소울,Soul Free,2003.09.17,R&B/Soul,4,2003

아틀란티스 소녀 (Atlantis Princess),보아 (BoA),Atlantis Princess,2003.05.30,댄스,5,2003

결혼을 할 거라면,쿨 (COOL),Cool 8ight,2003.07,댄스,6,2003

10 Minutes,이효리,Stylish...,2003.08.13,댄스,7,2003

잊을께,YB (윤도현 밴드),[YB] Stream,2003.07.24,록/메탈,8,2003

어쩌다..,윤건,갈색머리,2004.02.09,"발라드, R&B/Soul",9,2003

보고 싶다,김범수,보고 싶다,2002.12.11,발라드,10,2003

Missing You,플라이 투 더 스카이,Missing You,2003.07.07,R&B/Soul,11,2003

사랑합니다...,팀,영민,2003.04.22,발라드,12,2003

안녕,박혜경,Seraphim,2003.06.17,록/메탈,13,2003

그랬나봐,김형중,Kim Hyung Joong 1,2003.02.14,발라드,14,2003

고백,델리스파이스,Espresso,2003.01.24,"인디음악, 록/메탈",15,2003

그땐 미처 알지 못했지 (Feat. 하림 On Harmonica),이적,2적,2003.05.13,록/메탈,16,2003

Never Ending Story,부활,새벽,2002.09.01,록/메탈,17,2003

체념,빅마마,Like The Bible,2003.02.06,"발라드, R&B/Soul",18,2003

친구 붕우 (朋友),안재욱,Reds In Anjaewook 4,2003.03.17,발라드,19,2003

백설공주를 사랑한 일곱번째 난장이,쿨 (COOL),Second Whisper,2002.12.01,발라드,20,2003

To My Love (Korean Ver.),윤미래,To My Love,2002.12.01,R&B/Soul,21,2003

와줘..,SE7EN,Just Listen.......,2003.03.08,발라드,22,2003

남자기 때문에,드렁큰 타이거,뿌리,2003.02.01,랩/힙합,23,2003

처음 그 날처럼,박용하,올인 OST,2003.01.31,"발라드, 국내드라마",24,2003

Stay,넬 (NELL),Let It Rain,2003.06,록/메탈,25,2003

Mr. A-Jo,애즈원,Never Too Far,2003.03.14,R&B/Soul,26,2003

악으로,김진표,JP4,2003.05.12,랩/힙합,27,2003

비상,코요태,비상(非常),2003.05.22,댄스,28,2003

The Secret Garden,이상은 (=Lee-tzsche),Out Of Space,2007.08.31,발라드,29,2003

"Fly High (Feat. 정인, 하림(河琳))",리쌍,"재, 계발(再啓發)",2003.05.22,랩/힙합,30,2003

아직 못다한 이야기 (Feat. BMK),김진표,JP4,2003.05.12,랩/힙합,31,2003

Without Your Love,JTL,Run Away,2003.08.11,댄스,32,2003

돌아와 제발,JK 김동욱,Multiplepersonalize,2003.08.05,발라드,33,2003

나의 사랑 나의 신부,유엔,Extreme Happiness 3,2002.11.14,댄스,34,2003

한번 단 한번,SE7EN,Just Listen.......,2003.03.08,발라드,35,2003

나 어떡해,베이비복스,Devotion,2003.04.03,댄스,36,2003

애송이 (CF - 써니텐),렉시,Lexury,2003.10.07,랩/힙합,37,2003

진달래꽃,마야,Born To Do It,2003.02.27,록/메탈,38,2003

청첩장,김건모,Hestory,2003.02.27,발라드,39,2003

좋은날,유리상자,Favorite,2002.12.05,발라드,40,2003

만취 In Melody,은지원,만취 In Hiphop,2003.09.05,랩/힙합,41,2003

태양을 피하는 방법 (Gtr.Remix),비,Rain 2,2003.10.16,댄스,42,2003

인연,노을,노을,2002.12.16,발라드,43,2003

앤,박정현,Live Op.4 Concert Project 4th Movement The Album,2003.07.09,"발라드, R&B/Soul",44,2003

거부,빅마마,Like The Bible,2003.02.06,R&B/Soul,45,2003

피아노(彼願嫪),조성모,歌人 (가인),2003.03.10,발라드,46,2003

니가 참 좋아,쥬얼리,3집 Beloved,2003.07.12,댄스,47,2003

첫사랑,이소라,SoRa's 5 Diary,2002.10.11,발라드,48,2003

낙원 (Feat. 이재훈),싸이 (PSY),3마이,2002.09.25,발라드,49,2003

차마...,성시경,Double Life ; The Other Side,2003.10.16,발라드,50,2003

편지,god,Chapter 5 Letter,2002.12.27,발라드,51,2003

오늘부터...,리치,Dream On the Hill,2003.02.04,발라드,52,2003

Loveholic,러브홀릭,Florist,2003.04.25,록/메탈,53,2003

덩그러니,이수영,This Time,2003.08.21,발라드,54,2003

바보같은 내게,김범수,보고 싶다,2002.12.11,발라드,55,2003

꽃,이승환,His Ballad Ⅱ,2003.03.12,발라드,56,2003

너의 결혼식,신화,너의 결혼식,2002.12.27,댄스,57,2003

Goodbye,이수영,Sweet Holiday In Lombok,2003.01.23,발라드,58,2003

끝이라면,김현정,Hit For 6ix,2003.07.08,댄스,59,2003

미소,백지영,Smile,2003.09.04,댄스,60,2003

오리 날다 (영화 '권순분여사 납치사건' CF 테마송),체리필터 (cherryfilter),Third Eye,2003.09.04,"인디음악, 록/메탈",61,2003

하늘을 달리다,이적,2적,2003.05.13,록/메탈,62,2003

소주 한 잔,임창정,Bye,2003.06.05,발라드,63,2003

난 너에게 (To You),샤크라,Tomato,2003.08.21,댄스,64,2003

목포의 눈물,한영애,Behind Time(1925~1955 A Memory Left At An Alley),2003.07.01,포크/블루스,65,2003

Try To Remember,성시경,Try To Remember (Special),2003.05.27,발라드,66,2003

Hit Song,엔알지 (NRG),Hit Song,2003.02.07,댄스,67,2003

동네 한 바퀴,CB Mass,Massappeal,2003.02.10,랩/힙합,68,2003

제비,김건모,Hestory,2003.02.27,댄스,69,2003

놀러와,러브홀릭,Florist,2003.04.25,록/메탈,70,2003

Cowboy,클릭비 (Click-B),Click-B 04,2003.02.06,댄스,71,2003

I Swear,"S (강타, 신혜성, 이지훈)",Group'S'1집 - I Swear,2003.09.25,발라드,72,2003

그대 돌아오면..,거미,Like Them,2003.02.01,R&B/Soul,73,2003

Stay,이현우,Da Painkiller,2003.01.17,록/메탈,74,2003

고백하는 날,이기찬,New Story Ⅱ,2002.11.12,댄스,75,2003

Chiki Chiki-Love Song,여행스케치,The Best Of The Best 여행스케치 Yeoch 1989~2003,2003.08.13,포크/블루스,76,2003

잠시만 안녕 (Pop Ver.),엠씨더맥스 (M.C the MAX),M.C The Max!,2002.11.01,발라드,77,2003

난(亂),옥주현,Nan,2003.06.02,발라드,78,2003

Music,바다 (BADA),A Day Of Renew,2003.10.22,댄스,79,2003

빚,이수영,My Stay In Sendai,2002.09.11,발라드,80,2003

오렌지,서태지,Re-Recording & Etpfest Live,2003.02.17,록/메탈,81,2003

아껴둔 이야기 (Radio Edit Ver.) (Feat. The Edition),강성훈,Hoony 03,2003.06.25,발라드,82,2003

Desperado,포지션,On The Road-New & Best,2003.03.22,발라드,83,2003

다시 만난 날,휘성 (Realslow),It's Real,2003.08.21,R&B/Soul,84,2003

개미와 베짱이,유리상자,1997;2003 유리상자 베스트 앨범,2003.04.14,발라드,85,2003

사랑 Two,윤도현,가을 우체국 앞에서,1994.12,록/메탈,86,2003

어떤 사람 A,윤상,There Is A Man...,2003.04.15,발라드,87,2003

Again To Me,차태현,The [Bu:k],2003.05.02,발라드,88,2003

길 (Feat. 불독맨션),데프콘,Lesson 4 The People,2003.05.13,랩/힙합,89,2003

여전히 입술을 깨물죠,이수영,This Time,2003.08.21,발라드,90,2003

유리 (唯俚 - 비록 슬퍼진다 하더라도),김정훈,Sweet & Strong,2003.08.21,발라드,91,2003

The Best,유진,My True Style...,2003.05.30,발라드,92,2003

내게로 와,체리필터 (cherryfilter),Made In Korea?,2002.08.13,"인디음악, 록/메탈",93,2003

관계,왁스,Wax 4,2003.09.18,발라드,94,2003

기억이... 눈물이... (Vocal : 조대연),정지찬,Hue,2003.09.27,발라드,95,2003

아버지,김경호,Open Your Eyes,2003.08.11,록/메탈,96,2003

Street Life (Feat. Big Mama & Ill Skillz),DJ DOC,Street Life (Single),-,랩/힙합,97,2003

악몽,버블 시스터즈,Bubble Sisters,2003.02.09,댄스,98,2003

잊었니,현승민-H,잊었니,2003.10.17,R&B/Soul,99,2003

Shine,슈가,Shine,2003.06.18,댄스,100,2003

친구여 (Feat. 인순이),조pd (ZoPD),Great Expectation 조PD Pt. 2: Love And Life,2004.03.23,랩/힙합,1,2004

긴 하루,이승철,The Livelong Day,2004.07.21,발라드,2,2004

사랑은...향기를 남기고,테이,The First Journey,2004.01.05,발라드,3,2004

그곳에 서서,박효신,Soul Tree,2004.04.20,발라드,4,2004

Sweety,클래지콰이,Instant Pig,2004.05.14,일렉트로니카,5,2004

야상곡(夜想曲),김윤아,유리가면(琉璃假面),2004.03.05,"발라드, 록/메탈",6,2004

휠릴리,이수영,The Colors Of My Life (Special Limited Edition),2004.09.09,발라드,7,2004

열정,SE7EN,Must Listen,2004.07.07,R&B/Soul,8,2004

광화문 연가,이수영,Classic,2004.01.12,발라드,9,2004

불치병 (Feat. Masta Wu),휘성 (Realslow),For The Moment,2004.10.16,R&B/Soul,10,2004

My Name,보아 (BoA),My Name,2004.06.11,댄스,11,2004

그녀가 웃잖아....,김형중,Kim Hyung Joong Vol. 2,2004.05.28,발라드,12,2004

고래의 꿈 (Falling In Love Again) (Feat. 김영근),바비 킴,Beats Within My Soul,2004.08.06,랩/힙합,13,2004

시간을 찾아서 (Feat. 이적),김진표,Remastering All About JP,2004.05.24,랩/힙합,14,2004

이제서야,김동률,4집 토로 (吐露),2004.03.09,발라드,15,2004

사랑의 時(시),엠씨더맥스 (M.C the MAX),Love Is Time Sixth Sense,2003.12.11,발라드,16,2004

오래오래,바이브,Do U Remember,2003.11.28,R&B/Soul,17,2004

It's Raining,비,It's Raining,2004.10.08,댄스,18,2004

Liquor Shots (술병에 숟가락),드렁큰 타이거,하나하면 너와 나,2004.08.13,랩/힙합,19,2004

The Way U Are,동방신기 (TVXQ!),The Way U Are (Single),2004.06.23,댄스,20,2004

가슴에 지는 태양,김범수,The 4th Episode,2004.04.30,발라드,21,2004

고마웠다고...,팀,Second Breath,2004.06.02,발라드,22,2004

발작 (發作),원티드,Like The First,2004.06.04,R&B/Soul,23,2004

내가 당신을 사랑하는 이유,왁스,내가 당신을 사랑하는 이유 (Wax Best Day & Night),2004.03.18,발라드,24,2004

평화의 날,에픽하이 (EPIK HIGH),High Society,2004.07.26,랩/힙합,25,2004

...사랑했잖아...,린,Can U See The Bright,2004.03.29,"발라드, R&B/Soul",26,2004

사랑하길 정말 잘했어요,SG 워너비,Sg Wanna Be+,2004.01.20,발라드,27,2004

너를 원해,현승민-H,잊었니,2003.10.17,R&B/Soul,28,2004

Hug,동방신기 (TVXQ!),Hug,2004.01.14,발라드,29,2004

기억상실,거미,It's Different,2004.09.09,R&B/Soul,30,2004

천사,서영은,Gift,2004.01.06,발라드,31,2004

여기보다 어딘가에,하림,Whistle In A Maze,2004.04.09,발라드,32,2004

너의 곁으로,조성모,파리의 연인 OST,2004.06.25,"발라드, 국내드라마",33,2004

인연,이승철,불새 OST,2004.04.26,-,34,2004

그대는 눈물겹다,엠씨더맥스 (M.C the MAX),Love Is Time Sixth Sense,2003.12.11,발라드,35,2004

연인,김연우,연인,2004.01.06,발라드,36,2004

Ring My Bell (Feat. 나얼 Of Brown Eyed Soul),다이나믹 듀오,Taxi Driver,2004.05.17,랩/힙합,37,2004

그런가봐요,V.One,V.one 1st 그런가봐요…,2003.01.19,발라드,38,2004

Monologue,버즈,Morning Of Buzz,2003.10.10,록/메탈,39,2004

그런 날이 오겠죠,신승훈,Ninth Reply,2004.02.03,발라드,40,2004

예감 좋은 날,럼블피쉬,Swing Attack,2004.07.08,록/메탈,41,2004

내 여자라니까,이승기,나방의 꿈,2004.06.25,발라드,42,2004

내가 눈을 감는 이유,태빈,Taebin Of 1TYM,2004.06.10,R&B/Soul,43,2004

한 남자,김종국,Evolution,2004.06.18,발라드,44,2004

로보트,서태지,Seotaiji 7th Issue,2004.01.27,록/메탈,45,2004

Sky,러브홀릭,Invisible Things,2004.08.26,록/메탈,46,2004

정상을 향한 독주 2 (Feat. 김범수),주석,Superior Vol. 1 This Iz My Life,2003.11.19,랩/힙합,47,2004

제주도의 푸른 밤,성시경,성시경 Remake Album,2004.05.20,발라드,48,2004

그게 정말이니?,장나라,장나라 세번째 이야기,2003.12.03,발라드,49,2004

꿈에,이수영,Classic,2004.01.12,발라드,50,2004

닮은 사람,테이,The First Journey,2004.01.05,발라드,51,2004

Young Gunz,신화,Winter Story,2003.12.30,R&B/Soul,52,2004

해바라기 (그녀에게..),박상민,Sunflower,2004.01.27,록/메탈,53,2004

나를 봐,이정(J.Lee),Look At Me,2004.07.12,R&B/Soul,54,2004

문신,SE7EN,Must Listen,2004.07.07,R&B/Soul,55,2004

대한건아 만세,엔알지 (NRG),New radiancy 6 group,2004.04.30,댄스,56,2004

사랑은 (Song 정인),리쌍,"Leessang, Special Jungin",2004.03.05,발라드,57,2004

걸음이 느린 아이,고유진 (플라워),신생아 (新生我),2004.04.09,발라드,58,2004

황혼의 문턱,왁스,Wax 4,2003.09.18,록/메탈,59,2004

심장병,이승환,Karma,2004.10.08,발라드,60,2004

My Little Princess (있잖아요...),동방신기 (TVXQ!),Hug,2004.01.14,발라드,61,2004

Feeling,김종국,Evolution,2004.06.18,댄스,62,2004

하하하쏭,자우림,All You Need Is Love 5집,2004.10.15,록/메탈,63,2004

Brand New,신화,Brand New,2004.08.27,댄스,64,2004

I'm Sorry,파이브 (F-IV),F-IV Story,2004.03.31,발라드,65,2004

무지개,롤러 코스터,Sunsick,2004.03.19,록/메탈,66,2004

잔소리,김건모,Kimgunmo. 9,2004.09.03,발라드,67,2004

갈색머리,윤건,갈색머리,2004.02.09,"발라드, R&B/Soul",68,2004

순간을 믿어요,언니네 이발관,순간을 믿어요,2004.07.12,록/메탈,69,2004

Growing Up,신해철,넥스트 신해철 Reboot Yourself,2014.12.24,록/메탈,70,2004

멈추지 말아요,이현우,Sinful Seduction,2004.05.20,록/메탈,71,2004

믿어요,동방신기 (TVXQ!),Tri-Angle,2004.10.11,발라드,72,2004

죽을 만큼 사랑했어요,SG 워너비,Sg Wanna Be+,2004.01.20,발라드,73,2004

다 괜찮아요,리사,Finally,2003.11.04,R&B/Soul,74,2004

당신과의 키스를 세어보아요,박화요비,Soul Saver,2004.07.08,"발라드, R&B/Soul",75,2004

너에게로 또다시,서영은,Remake: Romantic 1,2004.08.03,발라드,76,2004

물고기자리,이안,물고기자리,2004.05.06,발라드,77,2004

흑백사진,KCM,Beautiful Mind,2004.09.07,발라드,78,2004

Think About' Chu,아소토 유니온,Sound Renovates A Structure,2003.11.18,R&B/Soul,79,2004

Angel,신화,Brand New,2004.08.27,발라드,80,2004

왜이래,거북이,Turtles 2집,2003.11.13,"댄스, 랩/힙합",81,2004

Ave Maria In A Minor (드라마 '천국의 계단' 테마곡),Charlotte Church,여유 네번째 이야기 (세상에서 가장 여유로운 음악),2013.07.19,POP,82,2004

불꽃,코요태,Koyote 6,2004.03.26,댄스,83,2004

Let Me Dance,렉시,Lexury,2003.10.07,랩/힙합,84,2004

사람찾기,유리상자,다시 처음으로,2004.10.04,발라드,85,2004

Honeymoon,유엔,Reunion,2004.06.29,댄스,86,2004

Windy,유진,810303,2004.08.18,댄스,87,2004

디스코왕,코요태,Koyote 6,2004.03.26,댄스,88,2004

사랑은 가질 수 없을 때 더 아름답다,토니 안,Believe,2004.10.09,발라드,89,2004

아가씨와 건달들,쿨 (COOL),9th Performance: Let‘s See What‘s Happening Now,2004.07.14,댄스,90,2004

슬프지만 진실,제이,The Crush Of Love,2004.09.23,R&B/Soul,91,2004

Cry,원타임,Once N 4 All,2003.11.26,랩/힙합,92,2004

180˚ (Feat. 인태 & Supasize),MC몽,180 Degree,2004.04.23,랩/힙합,93,2004

Eternity,엄정화,Self Control,2004.02.17,댄스,94,2004

I'm Missing You,휘성 (Realslow),It's Real,2003.08.21,R&B/Soul,95,2004

그래도 남자니까 (Feat. 이상인),MC몽,180 Degree,2004.04.23,랩/힙합,96,2004

El Disco Amor,불독 맨션,Salon De Musica,2004.08.05,"인디음악, 록/메탈",97,2004

Together,코요태,Koyote 6,2004.03.26,댄스,98,2004

정말 사랑했을까,브라운 아이드 소울,Soul Free,2003.09.17,R&B/Soul,99,2004

보이지 않는 인사,강성훈,Everlasting,2004.03.25,발라드,100,2004

죄와벌,SG 워너비,살다가,2005.03.23,발라드,1,2005

겁쟁이,버즈,Buzz Effect,2005.03.03,록/메탈,2,2005

사랑했나봐,윤도현,Difference,2005.04.29,록/메탈,3,2005

살다가,SG 워너비,살다가,2005.03.23,발라드,4,2005

광(狂),SG 워너비,살다가,2005.03.23,발라드,5,2005

세글자 (드라마 '루루공주' 김정은 메인 테마),엠투엠 (M To M),M to M,2005.09.03,발라드,6,2005

제자리 걸음,김종국,This Is Me,2005.07.01,발라드,7,2005

가시,버즈,Buzz Effect,2005.03.03,록/메탈,8,2005

I Love U Oh Thank U (Feat. 김태우 Of God),MC몽,His Story,2005.05.13,랩/힙합,9,2005

둘이서 (CF - 빙그레 '바나나맛 우유'),채연,Virginalness Bloom,2004.12.13,댄스,10,2005

너에게 전하는 아홉가지 바램,KCM,Growing Up,2005.06.21,발라드,11,2005

Smile Again,KCM,Growing Up,2005.06.21,발라드,12,2005

사랑은...하나다,테이,Ucupracacia,2005.02.01,발라드,13,2005

체념 後(후),빅마마,It's Unique,2005.05.18,R&B/Soul,14,2005

귀로,나얼,Back To The Soul Flight,2005.01.08,R&B/Soul,15,2005

내 눈물이 하는 말,견우 (Kyunwoo),City Of Angel,2005.08.23,발라드,16,2005

Fly (Feat. Amin. J of Soulciety),에픽하이 (EPIK HIGH),Swan Songs,2005.10.04,랩/힙합,17,2005

사랑인걸,모세,"사랑, 그 간절한 그리움 1집",2005.02.22,발라드,18,2005

사랑스러워,김종국,This Is Me,2005.07.01,댄스,19,2005

나에게로 떠나는 여행,버즈,Buzz Effect,2005.03.03,록/메탈,20,2005

"별, 바람, 햇살 그리고 사랑",김종국,This Is Me,2005.07.01,발라드,21,2005

꽃피는 봄이오면,BMK,Soul Food,2005.01.13,발라드,22,2005

안부 (Duet With 나윤권),별,별 2집,2005.03.17,발라드,23,2005

아니,거미,For The Bloom,2005.09.01,R&B/Soul,24,2005

일년이면,휘성 (Realslow),LOVE.. LOVE..? LOVE..!,2005.09.21,R&B/Soul,25,2005

Y (Please Tell Me Why),프리스타일,Freestyle 3,2004.07.13,랩/힙합,26,2005

가슴 아파도,환희,패션 70s OST,2005.05.25,"발라드, 국내드라마",27,2005

천하무적 (Feat. 박장근 Of Supersta),MC몽,His Story,2005.05.13,랩/힙합,28,2005

Super Star,쥬얼리,4집 Super Star,2005.03.15,댄스,29,2005

한숨만,이정(J.Lee),한숨만,2005.07.08,R&B/Soul,30,2005

으라차차,럼블피쉬,Have A Nice Dream,2005.07.21,록/메탈,31,2005

보통날,god,보통날,2004.12.08,발라드,32,2005

내가 웃는게 아니야 (Feat. ALI),리쌍,Library Of Soul,2005.10.13,랩/힙합,33,2005

눈물이 나요,조성모,My First,2005.02.02,발라드,34,2005

환희,싸이 (PSY),Remake & Mix 18번,2005.07.23,댄스,35,2005

내 마음의 보석상자,SG 워너비,Classic Odyssey,2005.09.09,R&B/Soul,36,2005

